mes,linea,ramal,estacion,latitud,longitud
12/2018,"Belgrano Sur","Apeadero Km 12","Rafael Castillo",-34.699447,-58.628133
12/2018,"Belgrano Sur","Apeadero Km 12","Merlo Gomez",-34.696802,-58.649287
12/2018,"Belgrano Sur","Apeadero Km 12","Marinos C. G Belgrano",-34.709270,-58.732051
12/2018,"Belgrano Sur","Apeadero Km 12",Libertad,-34.692025,-58.687264
12/2018,"Belgrano Sur","Apeadero Km 12","Justo Villegas",-34.708749,-58.553668
12/2018,"Belgrano Sur","Apeadero Km 12","José Ingenieros",-34.710547,-58.538982
12/2018,"Belgrano Sur","Apeadero Km 12","Isidro Casanova",-34.704326,-58.589069
12/2018,"Belgrano Sur","Apeadero Km 12","Apeadero Km 12",-34.710058,-58.505926
12/2018,"Belgrano Sur","Apeadero Km 12","Aldo Bonzi",-34.711115,-58.516020
11/2018,Urquiza,Lemos,Tropezón,-34.591953,-58.559179
11/2018,Urquiza,Lemos,"Teniente Agneta",-34.5488,-58.678850
11/2018,Urquiza,Lemos,"Sargento Cabral",-34.537187,-58.694932
11/2018,Urquiza,Lemos,"Sargento Barrufaldi",-34.562450,-58.660275
11/2018,Urquiza,Lemos,"Rubén Darío",-34.587484,-58.631454
11/2018,Urquiza,Lemos,"Pedro Arata",-34.592420,-58.474807
11/2018,Urquiza,Lemos,"Pablo Podestá",-34.588320,-58.608154
11/2018,Urquiza,Lemos,"Martín Coronado",-34.588979,-58.590732
11/2018,Urquiza,Lemos,Lourdes,-34.593833,-58.546748
11/2018,Urquiza,Lemos,"Juan B. de La Salle",-34.573531,-58.645364
11/2018,Urquiza,Lemos,"José María Bosch",-34.590027,-58.571826
11/2018,Urquiza,Lemos,"José Artigas",-34.590031,-58.466273
11/2018,Urquiza,Lemos,"Jorge Newbery",-34.587821,-58.621874
11/2018,Urquiza,Lemos,"General Lemos",-34.532911,-58.700836
11/2018,Urquiza,Lemos,"Fernández Moreno",-34.595587,-58.535161
11/2018,Urquiza,Lemos,"Federico Lacroze",-34.586715,-58.455586
11/2018,Urquiza,Lemos,"El Libertador",-34.594331,-58.502336
11/2018,Urquiza,Lemos,"Ejército de los Andes",-34.579816,-58.640471
11/2018,Urquiza,Lemos,"Dr. Francisco Beiró",-34.593146,-58.494176
11/2018,Urquiza,Lemos,"Coronel F. Lynch",-34.597257,-58.524007
11/2018,Urquiza,Lemos,"Capitán Lozano",-34.555573,-58.669500
11/2018,Urquiza,Lemos,"Campo de Mayo",-34.543701,-58.685902
11/2018,Urquiza,Lemos,"Antonio Devoto",-34.595597,-58.510477
11/2018,"Trenes del Interior",Resistencia,Tapenaga,-27.565176,-59.661873
11/2018,"Trenes del Interior",Resistencia,Resistencia,,
11/2018,"Trenes del Interior",Resistencia,"Los Amores",-28.101568,-59.980448
11/2018,"Trenes del Interior",Resistencia,"La Vicuña",-27.977519,-59.978320
11/2018,"Trenes del Interior",Resistencia,"La Sabana",-27.870767,-59.938856
11/2018,"Trenes del Interior",Resistencia,"Gral. Obligado",-27.410850,-59.418957
11/2018,"Trenes del Interior",Resistencia,"Gral. Dónovan",-27.385383,-59.109631
11/2018,"Trenes del Interior",Resistencia,"Fortín Cardozo",-27.408981,-59.233644
11/2018,"Trenes del Interior",Resistencia,"Desvío Km 535",-27.396555,-59.177717
